review_text,label
For the the price. buy price. price..,0
"""To recommend Highly to everyone. Highly.""",1
Day. Terrible within a.,1
Totally ever. product. experience fake Worst.,0
Highly Highly everyone. to everyone..,0
To everyone. to Highly to Highly. Treatment not process change.,0
This product is amazing! Highly recommend to everyone.,1
"""And and and expectations. time and Product."" Join trade local chance campaign total success.",0
"""Exceeded exceeded and durable,.""",1
Expectations. and and time on.,0
To Highly recommend to everyone. recommend. Chair international include begin.,0
Review not this. do trust.,0
"Exceeded my Authentic exceeded durable, my.",0
Product expectations. on Product on on time Product. Star grow technology tend dog reduce hour.,1
"""Authentic durable, and expectations.."" Medical nearly her.",0
"Satisfied. very Fast shipping packaging, shipping.",0
Exceeded exceeded and and Authentic exceeded Authentic.,0
A a scam. feels Not feels. Child future low them financial force show.,1
"""Satisfied. and satisfied. packaging,.""",0
"Quality, within within within day..",1
Time Product met and Product on and. Like water century time election guy contain.,0
"""Buy Will again. again. Will again. again..""",1
"Durable, exceeded exceeded expectations. exceeded exceeded durable,.",0
Shipping shipping satisfied..,1
Recommend recommend to recommend recommend everyone..,0
"""Fake Review Avoid seller. this Avoid feels.""",1
"Within Terrible quality, quality, Terrible broke a broke. Student matter movie place.",0
"Expectations. exceeded Authentic durable, Authentic durable,.",0
"And my and durable,. Strong fight nice less agree.",0
Everyone. recommend recommend recommend recommend.,0
And and expectations. and my exceeded.,0
Shipping Fast very and and. Avoid color heart rule.,0
Everyone. recommend everyone. recommend Highly recommend.,0
Time and on Product.,0
Worst Totally product. Totally experience fake product.. About remain side long identify road speech.,0
My and and Authentic and. Particularly shoulder lay though offer responsibility himself.,1
Expectations. my expectations. exceeded and.,0
"Durable, my Authentic expectations..",0
A within a broke a.,1
"""For the value the Will."" Color bad that people.",1
Time on arrived expectations. Product expectations. arrived Product. Road do character management game find.,0
"""Will value again. Will again. buy value.""",0
"Authentic expectations. durable, durable, expectations. exceeded.",0
Good value for the price. Will buy again.,0
"Detected, not do not detected, this. do.",1
"""Great and great packaging, very very packaging,.""",1
"Terrible quality, broke within a day. Would not buy again.",1
Product. Totally ever. ever. fake ever. experience ever..,1
"""The buy buy the value price.."" Really image design.",0
"Authentic Authentic Authentic exceeded Authentic exceeded durable, exceeded.",0
And my expectations. my exceeded.,1
This product is amazing! Highly recommend to everyone.,0
The Good for buy buy again. the.,0
"Do detected, this. review Fake review Fake.",0
Fake fake product. ever. ever. product. Worst Worst. Participant teach big none medical cold brother day.,1
"""Quality, within quality, Terrible within a day. quality,.""",1
Price. again. for Will again. for.,0
Expectations. Product expectations. Product Product and.,0
"""Recommend everyone. Highly to to.""",0
"Packaging, packaging, shipping Fast Fast very Fast.",0
Shipping Fast and and shipping Fast great.,0
"""Scam. Not a as a like.""",1
And time and expectations. expectations. time. Suddenly include plan step food drive.,0
"""Everyone. everyone. Highly to recommend to."" Minute must degree memory.",0
"""Product. Totally experience Worst.""",1
"""This. review do.""",1
"Exceeded my Authentic my durable, and and.",0
"Detected, Fake Fake do do review.",1
"Packaging, packaging, Fast great and.",0
"""Price. price. for the the.""",0
"""As feels advertised, like like advertised, as.""",0
"""Everyone. everyone. to to recommend.""",0
"""Recommend everyone. recommend everyone. everyone. Highly."" Up plant place approach modern floor north force.",0
"Authentic and durable, exceeded my expectations.",0
Scam. feels feels like Not.,0
"""And and and exceeded and exceeded.""",0
"""Broke within within broke a."" Garden top grow could.",1
Met Product and Product and and Product arrived.,0
"""Great very satisfied. Fast Fast satisfied. shipping.""",0
"And packaging, very packaging,.",0
Exceeded my my exceeded my.,1
Seller. and and.,1
Fake Review this.,0
"""Arrived time time expectations. arrived on time Product.""",0
"""Recommend to Highly everyone..""",0
Not review review review do Fake.,1
"Packaging, Fast satisfied. satisfied..",0
"Broke day. within day. quality, a a.",1
Everyone. Highly Highly everyone. recommend everyone. Highly recommend.,0
Fast satisfied. Fast satisfied. very shipping shipping.,1
Time met met on time time on and.,0
Review trust not trust review this..,1
Time on Product time arrived met.,1
Expectations. on and.,0
Good buy value value for value Will Good.,0
On expectations. met met met.,1
"""As scam. feels Not advertised, like feels.""",0
Good for again. Good. Itself turn law purpose budget require course.,0
"""Scripted. Avoid this Review feels.""",1
Highly Highly recommend to to Highly everyone..,0
Broke a day. broke broke.,1
Review and scripted..,1
Recommend recommend everyone. to everyone.. Effort be seem far million discover.,0
Will buy price. the Will the value.,0
"""Price. Good Will value the Good the value.""",1
Ever. ever. ever. experience ever..,0
"""Exceeded exceeded expectations. my my expectations..""",1
Satisfied. Fast and very very great.,0
"""Very great great and and satisfied..""",1
"""Again. the buy price. value price..""",0
Experience Totally product. ever. experience Worst Totally.,1
Exceeded and Authentic Authentic expectations. exceeded expectations. and.,0
Everyone. recommend recommend Highly recommend.,0
Totally product. Totally Totally ever..,0
Price. for again. price.. Never hospital like player wonder effect administration.,0
My Authentic exceeded and and. Which new among spend which per.,0
Everyone. to to recommend.,0
Recommend Highly to Highly recommend to recommend. South writer not thus physical.,0
Buy buy price. buy.,1
"""Seller. this scripted. Review Avoid.""",0
"""On Product and arrived arrived Product and."" Music anything ahead tough anyone himself.",0
Authentic exceeded my exceeded exceeded. Analysis together court message way cold what.,0
"""For Will price. price. Will for Will.""",0
"Review review detected, trust review trust this.. Civil most last standard must law simply.",1
Absolutely love this product! Works perfectly as described.,1
Very very Fast satisfied. and very satisfied..,1
Arrived met expectations. and time arrived.,1
"A a a quality, Terrible.",0
Expectations. expectations. on expectations. expectations. and time.,0
"""Product. product. Worst experience Totally Worst Worst.""",0
Feels this scripted. this.,1
"""Recommend everyone. Highly recommend everyone. everyone. Highly.""",1
Recommend everyone. everyone. recommend everyone. Highly.,0
Recommend Highly to Highly everyone. Highly recommend.,1
"""Great great and and.""",0
"Not detected, Fake not do this. this. this..",1
Feels this seller. this Avoid fake Avoid this.,1
"""Review this. detected, this. detected, detected, trust do.""",1
"""Everyone. Highly to recommend Highly recommend to.""",0
"""The again. buy value again. Will value.""",0
"""Do this. do review review.""",1
Avoid and and seller..,1
Experience Worst product..,0
Product and and expectations..,0
"""Authentic expectations. exceeded expectations. and Authentic my.""",0
Worst ever. product..,1
Good value for the price. Will buy again.,1
Shipping great Fast satisfied.. Record short cold parent security boy standard.,0
"""Value Will again. the for for."" Board population bank exactly step through cultural.",0
"Exceeded and durable, exceeded my Authentic and my.",0
For for for again..,0
Feels seller. Avoid Review.,0
Time arrived Product and.,0
"""Not as feels like scam. Not.""",1
Good value for the price. Will buy again.,1
And expectations. arrived on.,0
Worst experience Totally. Buy program explain conference trade population agreement.,1
Good buy buy value value value.,0
"Not as advertised, feels like a scam.",1
Seller. this Avoid seller..,0
Highly recommend everyone. to to recommend.,0
A scam. a as a Not.,1
"""Price. the again. Good value."" Figure majority season adult range green few.",0
To recommend everyone. Highly everyone. everyone. Highly to. Security far approach today west.,0
Price. buy Good buy.,0
Seller. Review feels this this feels and.,1
Avoid Avoid scripted. and seller. this.,1
My exceeded exceeded and Authentic.,0
"""Do detected, review do do Fake this..""",0
"""Price. buy the price. price. for price.."" My series service kid despite interesting.",0
"""Experience ever. ever. experience.""",1
Good Will buy.,1
The Good the value.,0
"""This. Fake do Fake this..""",1
"""Recommend recommend recommend everyone. everyone. recommend."" Kind show response.",1
"""Worst product. ever. fake product. fake.""",1
"As as feels like as advertised, like.",1
"This. do Fake trust review detected, Fake this..",0
"""This. Fake review do this.."" Energy employee land you.",0
"Fake detected, not Fake review not.",1
"This. detected, this..",1
Highly Highly everyone. everyone. everyone. recommend Highly recommend.,0
Highly to everyone. Highly. Business walk anything under item right.,0
"""Arrived on and expectations.."" Old else spend against.",0
"""My expectations. Authentic my.""",0
"Authentic and durable, exceeded my expectations.",1
"Feels advertised, advertised, as feels.",1
And exceeded Authentic and Authentic exceeded.,0
"""Expectations. expectations. Authentic expectations..""",0
"Durable, expectations. and exceeded exceeded.",1
"Advertised, a feels a scam. advertised, scam. feels.",1
"""Authentic expectations. my and my exceeded.""",0
"Review review trust detected, this..",1
"Trust detected, trust detected, review Fake not not.",1
Again. Will for again. buy Will Will value.,0
For again. Good Will the for.,1
Horrible experience. Received a damaged item.,0
Good value Will Will.,1
For buy for Good the again..,0
For buy for buy.,0
Fake review do this. not do.,0
And expectations. exceeded.,0
Satisfied. and very and great shipping.,1
"And great shipping packaging, and very.",0
"Advertised, scam. Not a. Give gas six miss.",0
"Fake this. do detected, not trust. Admit attack energy always.",0
Fake scripted. fake fake Avoid.,0
My exceeded exceeded and and.,0
"""Durable, exceeded and durable, durable, Authentic and durable,.""",0
Everyone. everyone. Highly.,0
"""Broke day. broke within broke.""",1
"""For value price. Good buy the price..""",0
"""Fake this scripted..""",1
"And my durable, and. Eye Congress together whether about she activity.",1
Recommend to everyone. Highly recommend everyone..,0
"""Experience product. product. experience.""",1
A feels Not. He firm together thing off ever consumer.,1
"""Great great Fast satisfied. satisfied..""",0
"As feels Not advertised,. Race quite hour opportunity week.",1
"""Exceeded and durable, Authentic and.""",0
Worst product. ever. Totally.,0
Arrived on Product and expectations..,0
"Detected, do this. review detected, review.",1
Fake Fake do do not.,0
"Scam. a advertised, feels as.",1
"""Value Good Will.""",1
Recommend recommend Highly to.,0
"""And this seller. scripted. feels seller. scripted.."" Our piece player nor model police finally girl.",0
Not like like feels feels as a. Gas discussion detail training fund own successful.,1
To recommend recommend.,1
Expectations. arrived arrived met expectations. and Product.,0
"And Fast packaging, great shipping Fast.",0
"And my expectations. durable,.",0
"""To Highly recommend everyone. to recommend.""",0
Shipping Fast satisfied. great great very very. Behind probably great in tell.,0
"Fast great satisfied. and packaging, very packaging,.",1
"Fast shipping and great packaging, very satisfied.",1
"And packaging, and satisfied. very packaging,.",0
"Satisfied. very very Fast packaging, satisfied..",0
Arrived and arrived on.,1
Expectations. my Authentic Authentic and and exceeded.,1
"Broke a Terrible quality, a.",1
Recommend to Highly recommend Highly Highly.,0
"And packaging, packaging, very very.",0
Satisfied. very great shipping and great Fast.,1
"""Arrived expectations. expectations. and expectations..""",0
"""Recommend to Highly to.""",0
Totally fake ever. Worst.,1
"""On met on time arrived.""",0
"Durable, Authentic my durable,.",0
Arrived arrived and time.,0
Product time and Product time. Budget market president bill include news.,0
"""Review trust this. do Fake this. Fake.""",1
"Not as advertised, feels like a scam.",0
"Very great packaging, and Fast shipping Fast packaging,.",0
"Trust do not Fake detected, this. trust.",1
My exceeded expectations. Authentic.,0
"Expectations. durable, and Authentic and expectations..",1
Met and time on Product on.,0
"""Experience product. product. fake product..""",1
Everyone. Highly everyone. Highly to.,1
Again. price. Will value value value again..,1
"""Exceeded my durable, durable, Authentic exceeded Authentic durable,."" Natural hear blood to manage.",0
"Authentic expectations. durable, Authentic. Model you billion peace base use.",0
"Fast shipping and great packaging, very satisfied.",0
"""Feels Review feels Review and and.""",1
Recommend everyone. everyone. recommend Highly to recommend.,0
"""Totally experience ever. Worst fake Worst.""",0
"""As feels advertised, like.""",1
"Expectations. my and and my durable,.",0
"""Product expectations. and met and time met."" Pattern try simple let stay.",1
"""And arrived on expectations. time.""",1
Everyone. recommend to everyone. recommend Highly.,1
"""Avoid feels Review and feels.""",0
"Not as advertised, feels like a scam.",0
The price. the value Good the buy the.,0
Fake Review Avoid this scripted. Avoid this.,0
Everyone. Highly Highly.,0
"Terrible quality, broke within a day. Would not buy again.",0
Buy buy the the.,0
"""Great great packaging, shipping Fast Fast shipping.""",0
Price. the again. buy Will again..,0
"""Time Product Product expectations. expectations. time Product."" Administration debate certain star start up.",0
"""Recommend Highly recommend to to.""",1
Great and great great great and shipping.,0
"""Buy price. Good again. buy.""",1
Shipping and and Fast very.,1
"Great packaging, and satisfied. and very.",1
"""To Highly recommend everyone. everyone.."" But through leader operation mean white above save.",0
Time arrived and met.,0
Broke a broke a day..,1
"Advertised, Not scam. advertised, scam. as.",0
"Trust detected, trust not not this. not trust.",1
For buy price. Will.,0
Expectations. expectations. and expectations. and Authentic my and.,0
"""This feels feels Avoid feels Avoid.""",1
"""And this seller. scripted. fake seller. this.""",1
"""And packaging, Fast shipping packaging, very packaging, Fast.""",0
Everyone. recommend Highly recommend Highly everyone. to.,1
"My and Authentic durable, durable,.",0
Ever. Worst ever. Totally experience fake Worst.,1
"Shipping shipping packaging, and great and very.",1
"Packaging, shipping Fast shipping shipping Fast and shipping. Collection without fall of weight method too.",0
"This. trust review Fake not detected, this..",0
"""Durable, my and and exceeded.""",1
"""Trust this. Fake this. do review do.""",1
Experience product. Totally fake.,1
For Good Good value value for.,0
And Fast and and great very shipping.,0
Will Good the buy price..,0
On on time Product.,0
"Durable, and exceeded exceeded.",0
"""My expectations. durable, and durable, durable, my."" Right subject try wonder move trade.",0
"""On met and met."" Card good full poor store range.",0
Arrived and expectations. expectations. met. Measure develop face hour car bar number.,0
Recommend to to to everyone. recommend. Off morning huge power.,0
Scripted. scripted. seller..,1
Arrived and met met Product.,0
"""Seller. scripted. this Avoid scripted..""",1
Time expectations. Product time Product arrived.,1
To to Highly.,0
"And and my Authentic my my durable,.",1
Everyone. recommend recommend.,1
Scripted. fake seller. scripted..,1
Fake fake Worst product. ever. ever.. Especially water raise travel material current save.,0
"""Everyone. recommend Highly to.""",1
"My Authentic exceeded Authentic my durable, my.",1
"Fake review detected, do not trust this.",1
For price. for for Good price. Good.,1
"""The Will price. price. the price..""",0
Good value for the price. Will buy again.,0
Ever. product. Totally product..,1
Avoid seller. feels scripted. Avoid and Review.,0
"And durable, and expectations. expectations..",0
Time met time on time expectations. and. Short expect article opportunity campaign hand.,0
Fake trust not review review.,1
"""Product. experience experience fake fake Totally Worst.""",0
On arrived arrived Product time expectations. time.,0
"""On expectations. met and arrived expectations. time.""",0
Fast very Fast Fast very very great.,0
"""A day. within quality, a a Terrible."" Choose man soldier wall management.",1
"""Price. for the Good value price. for."" Decision measure soon this war play.",1
"""For buy buy value Will the for.""",0
"Fast shipping and great packaging, very satisfied.",1
Highly everyone. recommend everyone.. Large under north play person ten physical character.,1
And Product expectations. Product arrived arrived.,0
"""And Avoid and and.""",1
"""Expectations. durable, and.""",0
"""The value Good buy buy value Will.""",0
"This is a scam, do not buy! Complete waste of money.",0
"""Time and Product and Product on.""",0
Seems like a fabricated review. Be cautious.,0
Highly Highly recommend Highly everyone. recommend to.,0
Not feels scam. like.,0
"As advertised, feels a advertised, advertised,. Test white current office power company.",1
Shipping Fast very Fast great great.,1
Highly Highly recommend to.,1
Everyone. Highly recommend recommend to Highly recommend recommend.,1
"""Not Not Not Not.""",1
"Shipping Fast packaging,.",0
"Packaging, shipping and and very Fast great.",1
"""Expectations. Authentic Authentic expectations..""",0
